ID,sentence,label,language
889,"ഒരു സ്‌ക്രിപ്റ്റ് എങ്ങനെ എഴുതണം എന്ന് ചെറിയ സൂചനയുള്ള ആർക്കെങ്കിലും കൈയ്യിൽ കിട്ടിയിരുന്നെങ്കിൽ ഇതൊരു രസകരമായ കഥാസന്ദർഭമായേനെ. ഈ സിനിമയെക്കുറിച്ച് അമ്പരപ്പിക്കുന്ന നിരവധി കാര്യങ്ങളുണ്ട്, പക്ഷേ അപകടത്തിലേക്ക് പോകാൻ എല്ലാവരും എത്ര തവണ അവരുടെ പിപിഇ അഴിച്ചുമാറ്റുന്നു എന്നത് അതിശയകരമാണ്.",Negative,ml
890,લી નિંગ પોષણક્ષમ કિંમત સાથે મજબૂત રેકેટ પ્રદાન કરે છે. ભારતમાં આનું સૌથી વધુ વેચાણ છે.,Positive,gu
891,4 വശങ്ങളിലും വായുസഞ്ചാരത്തിനായി മെഷ് ജനാലകളും മുൻവാതിലുമുണ്ട്.,Positive,ml
892,کتا بہت زیادہ پاخانہ کرنے لگا ہے (قالین پر لیسدار داغ ڈالتے ہوئے)، اور اسے زیادہ سے زیادہ بلغم آنے لگا ہے۔ اس نے اسے کھانا چھوڑ دیا، اور میں سمجھتا ہوں کہ اس کی وجہ یہ ہے کہ اس کا پیٹ گڑبڑ ہے۔ کتا صرف چند دنوں سے اس پر رہا ہے اور اس کو اسہال اور الٹی ہو رہی ہے۔,Negative,ur
893,"சிலிர்ப்பூட்டும் ஒரு பரபரப்பான கதை; படம் முடியும் போது பெருமூச்சு வாங்குவீர்கள். இந்த கொடிய கொரோனா வைரஸ் காலத்தில், ஒரு உயிர்க்கொல்லி வைரஸ் கதையில் முக்கிய இடம் பிடித்திருப்பது வேடிக்கையாக இருக்கிறது.",Positive,ta
894,यह बहुत भारी है और इसे कैमरा हॉट शू फिक्स्ड फ्लैश पर इस्तेमाल  नहीं किया जा सकता क्योंकि यह इसे नीचे की ओर झुकाता है।,Negative,hi
895,ஸ்டாண்டில் 3 லெவல் லாக்கிங் மட்டுமே உள்ளது மற்றும் நிலையான ரப்பரைஸ் செய்யப்பட்ட கால்களும் இல்லை,Negative,ta
896,"ਇਸ ਪੈਟ ਸ਼ੈਲੀ ਦੇ ਵੈਟ ਡੌਗ ਫੂਡ ਵਿੱਚ ਮਾਸਪੇਸ਼ੀਆਂ ਦੇ ਸਿਹਤਮੰਦ ਰੱਖ-ਰਖਾਅ ਦਾ ਸਮਰਥਨ ਕਰਨ ਲਈ ਅਸਲੀ ਚਿਕਨ ਤੋਂ ਉੱਚ-ਗੁਣਵੱਤਾ ਪ੍ਰੋਟੀਨ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ ਹੁੰਦੀ ਹੈ।  ਇਹ ਇੱਕ ਸੁਆਦਲੀ ਚੀਜ਼ ਬਣਾਉਂਦਾ ਹੈ ਅਤੇ ਉਹਨਾਂ ਦੇ ਮਨਪਸੰਦ ਸੁੱਕੇ ਭੋਜਨਾਂ ਵਿੱਚ ਦਿਲਚਸਪੀ ਜੋੜਦਾ ਹੈ, ਕੋਈ ਪੇਟ ਖਰਾਬ ਜਾਂ ਪਤਲੀ ਟੱਟੀ ਨਹੀਂ ਆਉਂਦੀ।",Positive,pa
897,وولٹاس انورٹر اے سی کے ایچ ڈی فلٹر کا معیار بمشکل مناسب ہے۔ لہذا یہ وبائی امراض کے وقت میں موثر تحفظ کے طریقہ کار کے بجائے ایک اشتہاری کرتب بازی کی طرح لگتا ہے۔,Negative,ur
898,وجے دیورکونڈا اور سمانتھا کی کاسٹنگ صرف غیر ضروری ہے۔,Negative,ur
899,"మీరు పోస్ట్‌ను షెడ్యూల్ చేసినప్పటికీ, డైరెక్ట్ అప్ లోడ్ ఫీచర్ లభ్యం కావడం లేదు, ఇది గిగ్స్‌కు కొంచెం సమయం పడుతుంది.",Negative,te
900,बे जिया जोबोद गुरै!! साबसिन हामसिन खुन्दुंजों दाजानाय।,Positive,bd
901,ୱାଇଫାଇ ସୁସଙ୍ଗତତା ସହିତ ଓନିଡା କେନ୍ଦ୍ରୀୟ ଏସିରେ ସର୍ବୋତ୍ତମ ଭଏସ୍ କମାଣ୍ଡ ବିକଳ୍ପ ଅଛି |,Positive,or
902,"""ആഖ്യാനം പ്രതീക്ഷിച്ച പോലെ അല്ല. രചയിതാവായ ഓം സ്വാമി ഒരു മികച്ച ആഖ്യാതാവാകുമായിരുന്നു. സംസ്കൃത ശോകങ്ങളുടെയും വാക്കുകളുടെയും ഉച്ചാരണം ശരിയല്ല.""",Negative,ml
903,ਆਡੀਓ ਅਤੇ ਵੀਡੀਓ ਐਡਿਟ ਕਰਨ ਦੇ ਸਾਧਨਾਂ ਦੀ ਵਰਤੋਂ ਕਰਨ ਅਤੇ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ ਰਾਹੀਂ ਨੈਵੀਗੇਟ ਕਰਨ ਲਈ ਆਸਾਨ। ਸਮਗਰੀ ਬਣਾਉਣਾ ਹੁਣੇ ਆਸਾਨ ਬਣਾਇਆ ਗਿਆ ਹੈ!,Positive,pa
904,"समायना मालटिप्लेक्स, मोजां थासारि, मोजां जग्रा, मोजां गारां, मोजां सारभिस, नांगौ बादि टिकेटनि बेसेन, गासैखौ लाफानानै मोनसे मोजां रोंगौथि।",Positive,bd
905,"आंनि 1.5 घण्टा समखौ ओरैनो थांगारहोबाय आरो बेयाव मोनबो एकसन, जाथावैखौ खालामनाय, खमलायनाय गैया।",Negative,bd
906,"पाउचा हुकगोनां आरो 10 से.मि. निफ्राय 22 से.मि. गोजौ लेन्सगोनां गासैबो महरजों गोरोबथाव, दैखौबो होबथायो।",Positive,bd
907,"""شاید سب سے زیادہ سستی کیونکہ ان کے پاس سب سے بڑا بیڑا ہے۔""",Positive,ur
908,"ಈ ಕನ್ಸೀಲರ್ ಬಹಳ ಹಗುರವಾಗಿದೆ. ಆದ್ದರಿಂದ, ನನ್ನ ಡಾರ್ಕ್ ವಲಯಗಳು ಅಥವಾ ಪಫಿನೆಸ್ ಅನ್ನು ಮರೆಮಾಡಲು ಇದು ಉತ್ತಮವಾಗಿ ಕರ್ಯನಿರ್ವಹಿಸುದಿಲ್ಲ.",Negative,kn
909,સ્પોટિફાઇ પરની વાર્તાઓ માટે પાત્રની વર્તણૂકમાં સંક્રમણ સરળ નથી. સરળ પ્રવાહ માટે નેરેટરની અભિનય કુશળતા પર ખરેખર કામ કરવું જોઈએ.,Negative,gu
910,"100 ml ବୋତଲ 4000 / - ଟଙ୍କା ମୂଲ୍ୟରେ ଆସେ, ତେଣୁ ଏହା କାଜୁଆଲ୍ କିମ୍ବା ଦୈନିକ ବ୍ୟବହାର ପାଇଁ ନୁହେଁ | ଦୈନିକ ବ୍ୟବହାର କରିବା ପାଇଁ ଏହା ମହଙ୍ଗା",Negative,or
911,এর বন্ধন শক্তি বেশি এবং এর স্থায়িত্বও ভালো।,Positive,bn
912,यह ट्रायन आईटी पार्क (पहले इनोर्बिट मॉल) के अंदर टॉप सर्विसेज़ के साथ एक बेहतरीन सिनेमा मल्टीप्लेक्स हॉल है।,Positive,hi
913,"AC ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ ਯੂਨਿਟਾਂ ਵਿੱਚ ਸ਼ਾਮਲ ਕੀਤੇ ਗਏ ਫਿਲਟਰਾਂ ਦੇ ਨਾਲ ਆਉਂਦਾ ਹੈ। ਇਹ ਬੁਰੀ ਗੰਧ ਨੂੰ ਫਿਲਟਰ ਕਰਦਾ ਹੈ ਅਤੇ ਧੂੜ, ਪੋਲਨ ਅਤੇ ਹੋਰ ਛੋਟੇ ਕਣਾਂ ਨੂੰ ਫਸਾਉਂਦਾ ਹੈ।",Positive,pa
914,"ഇത് ഒതുക്കമുള്ളതാണ്, വലുപ്പം നല്ലതാണ്, നന്നായി പ്രവർത്തിക്കുന്നു, ഉരച്ചിലുകൾക്ക് കാരണമാകാതെ എല്ലാ അധികമായുള്ള ഇളകിയ രോമവും പുറത്തെടുക്കുന്നു.",Positive,ml
915,"ਜ਼ੋਇਆ ਅਖਤਰ ਦੁਆਰਾ ਲਿਖੀ ਗਈ ਇੱਕ ਸ਼ਾਨਦਾਰ ਭਾਰਤੀ ਸੰਗੀਤਕ ਡਰਾਮਾ ਫਿਲਮ! ਫਿਲਮ ਵਿੱਚ ਯਥਾਰਥਵਾਦੀ, ਭਾਵਨਾਤਮਕ ਅਤੇ ਪ੍ਰੇਰਨਾਦਾਇਕ ਕਹਾਣੀ ਹੈ, ਡੀਵਾਈਨ ਦੁਆਰਾ ਸ਼ਾਨਦਾਰ ਸਾਊਂਡਟ੍ਰੈਕ ਹਨ",Positive,pa
916,"സി.ജിയുടെ സീലിംഗ് ഫാനുകൾ മനോഹരവും ആകർഷകവുമായ സ്റ്റൈലുകൾ ഉപയോഗിച്ചാണ് രൂപകൽപ്പന ചെയ്തിരിക്കുന്നത്. ചെറിയ വീടുകളിൽ പോലും, അവർ ഗാംഭീര്യവും പരിഷ്കാരവും നൽകുന്നു.",Positive,ml
917,ప్రకటనల్లో చెప్పుకొనే క్లెయింలు తప్పదారి పట్టిస్తున్నాయి. ‘కన్నీళ్లు ఉండవ్’ అని చెప్పుకున్నప్పటికీ ఇది కళ్లకు అంటుకుంటుంది.,Negative,te
918,CGର ସିଲିଂ ଫ୍ୟାନଗୁଡ଼ିକୁ ସୁନ୍ଦର ଏବଂ ଆକର୍ଷଣୀୟ ଶୈଳୀ ସହିତ ଡିଜାଇନ୍ କରାଯାଇଛି | ଛୋଟ ଘରେ ମଧ୍ୟ ସେମାନେ ମହାନତା ଏବଂ ଅତ୍ୟାଧୁନିକତାର ଅନୁଭବ ଦିଅନ୍ତି |,Positive,or
919,"ವೈಲ್ಡ್‌ಕ್ರಾಫ್ಟ್ ಉತ್ಪನ್ನಗಳು ಉತ್ತಮ ಗುಣಮಟ್ಟದ, ಕಡಿಮೆ ತೂಕದ, ಅತ್ಯುತ್ತಮವಾದ ವಸ್ತುಗಳಿಂದ ಮಾಡಲ್ಪಟ್ಟಿದೆ ಮತ್ತು ನೀರು ನಿರೋಧಕವಾಗಿದೆ. ಗುಣಮಟ್ಟವು ಉತ್ತಮವಾಗಿದೆ ಮತ್ತು ಒಬ್ಬ ವ್ಯಕ್ತಿಗೆ ಸಾಕಷ್ಟು ವಸ್ತುಗಳನ್ನು ಸರಿಹೊಂದಿಸುತ್ತದೆ. ಅವರ ಉತ್ಪನ್ನಗಳು ಮಳೆಯ ಹೊದಿಕೆಯೊಂದಿಗೆ ಹೆಚ್ಚಾಗಿ ನೀರಿನ ನಿರೋಧಕವಾಗಿರುತ್ತವೆ.",Positive,kn
920,ଆକାରଗୁଡିକ ବହୁତ ଅଦ୍ଭୁତ ଅଟେ | ମୁଁ 3-6 ମାସ ଅର୍ଡର କଲି ଏବଂ ଏହା ମୋର 2 ମାସର ଶିଶୁକୁ ମଧ୍ୟ ଫିଟ୍ ହୁଏ ନାହିଁ | ଏହା ଆଦୌ ଆରାମଦାୟକ ନୁହେଁ |,Negative,or
921,جنگ کی کہانیوں کے مخالف والدین کے لئے نہیں۔ مجھے اس کتاب کا عنوان پسند تھا اور اسے اپنی 7 سالہ بیٹی کے لئے خریدا تھا، لیکن دو ابواب پڑھنے کے بعد رک گیا جس میں جنگی ہیرو کو رول ماڈل کی حیثیت سے پیش کیا گیا تھا,Negative,ur
922,অপ্রত্যাশিত টুইস্ট দিতে ব্যর্থ হয়েছেন নির্মাতারা। এটি এতটাই অনুমানযোগ্য যে অর্ধেক সিনেমাটি শেষ হওয়ার পরেই যে কেউ ধারণা পেতে পারে যে পুরো সিনেমাটিতে কি হতে চলেছে।,Negative,bn
923,اسپلٹ اے سی ہوا فلٹر کرنے کے لیے پی ایم 2.5 فلٹر فراہم کرتا ہے۔ پی ایم 2۔ 5 فلٹرز ذیلی مائیکرون رینج میں سموگ ایلیمنٹس کی فلٹریشن میں 90% تک تاثیر حاصل کرنے کے لیے جانے جاتے ہیں، جو کہ ہوا میں اڑنے والے چھوٹے ذرات میں سے سب سے چھوٹے ہیں۔,Positive,ur
924,"अनेक लोकांनी हे नमूद केले आहे की त्यांना या शटलचा स्कर्ट आवडला. त्यामुळे, मी मागच्या आठवड्यात हे विकत घेतले आणि मला आढळले की याचा स्कर्ट अधिक मऊ प्लास्टिकचा आहे आणि अधिक चांगला दिसतो आहे.",Positive,mr
